Longitude,Latitude,RegistrationNumber,Year,Decade,Binomial,TypeStatus,Continent,Country,Locality,Extent (m),Certainty,Type,NOTES,
81.046547,6.866712,49.77,1948,1940,Manis crassicaudata,skin,Asia,Sri Lanka,Ella,3980,25,2.3,"Tag also says ""Kinellan Estate"" and Ella is a small settlement so specimen could be from near, but not inside, this area. Coordinates for place name of Ella Town and extent as town boundaries.",
80.594009,8.042156,50.29,1936,1930,Manis crassicaudata,skin,Asia,Sri Lanka,Kekirawa,2660,25,2.3,"Tag says ""Ceylon"" which is the old name forÂ Sri Lanka [https://en.wikipedia.org/wiki/British_Ceylon]. Coordinates for place name on Google Maps and extent as settlement boundaries. No additional information on skull (same reg). Small settlement so specimen could be fromÂ near, but not inside, this area.",
5.252941,6.805251,50.341,1939,1930,Phataginus tetradactyla,skin,Africa,Nigeria,Ohosu Game Reserve,35710,50,2.8,"Ohosu Game Reserve could only be found on Protected Planet [https://www.protectedplanet.net/ohosu-game-reserve]. Using this as a guide, coordinates for the centre of this area were calculated in Google Maps and extent was to the furthest boundary edge.",
97.717,26.55,50.751,1939,1930,Manis pentadactyla,skin,Asia,Myanmar,Magawng,30,75,1,Coordinates on tag converted from DMS to decimal degrees using [https://www.latlong.net/degrees-minutes-seconds-to-decimal-degrees]. Locality name as closest settlement found in Google Maps. Coordinates not accurate to seconds so certainty not 100%,
97.867,26.6,50.752,1939,1930,Manis pentadactyla,skin,Asia,Myanmar,Kadawhkang,30,75,1,Coordinates on tag converted from DMS to decimal degrees using [https://www.latlong.net/degrees-minutes-seconds-to-decimal-degrees]. Locality name as closest settlement found in Google Maps. Coordinates not accurate to seconds so certainty not 100%,
97.567,26.55,50.753,1939,1930,Manis pentadactyla,skin,Asia,Myanmar,Sumprabum,30,75,1,Coordinates on tag converted from DMS to decimal degrees using [https://www.latlong.net/degrees-minutes-seconds-to-decimal-degrees]. LocalityÂ nameÂ as on tag. Coordinates not accurate to seconds so certainty not 100%,
101.089304,4.597303,50.758,1948,1940,Manis javanica,skin,Asia,Malaysia,Ipoh,12220,50,2.3,"Tag also says ""Perak"" which is the state that Ipoh city is in.Â Coordinates for place name on Google Maps and extent to settlement boundary.Â Large area but with rural surroundings so specimen could be from near this area.",
-11.791922,8.560283,50.2066,1946,1940,Phataginus tricuspis,skin,Africa,Sierra Leone,Mabura,188720,100,2.1,"Tag and register say ""No II River Colony"" which could not be found.Â Coordinates for country centre as taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to furthest edge of country boundary on Google Maps.",
109.708193,3.792368,51.295,1932,1930,Manis javanica,skull,Asia,Malaysia,South China Sea,1075930,100,2.1,"Tag and register say ""Kalulong or Belaga"". Coordinates for country centre as taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to furthest edge of country boundary on Google Maps.",
-13.232865,8.465658,51.333,1949,1940,Phataginus tricuspis,skin,Africa,Sierra Leone,Freetown,10660,50,2.3,Coordinates for place name on Google Maps and extent set to marked settlement boundary. Large city with rural areas but is also a port which was used by the British.,
121.070391,23.443976,53.658,,,Manis pentadactyla,skin,Asia,Republic of China,Taiwan,212060,100,2.4,"Tag says ""Formosa""Â whichÂ is the old name for TaiwanÂ [https://en.wikipedia.org/wiki/Republic_of_Formosa]. Approximate coordinates for the centre of Taiwan wereÂ used, with extent to furthest edge of the island.",
99.720922,11.756935,55.326,1917,1910,Manis javanica,skin,Asia,Thailand,Khlong Wan,10090,100,2.2,"Tag also says ""Tap-li"" which could not be found. No additional information on skull (same reg). Coordinates for approximate centre on Google Maps and extented to furthest marked boundary edge.",
-11.206792,9.769077,56.61,1955,1950,Phataginus tricuspis,skin,Africa,Sierra Leone,Gberia Timbako (Nr),2400,25,3.5,No additional information on skull (same reg). Coordinates are for place name on Google Maps. Extent isÂ half the distanceÂ betweenÂ Gberia Timbako and the nearest settlement of comparable size (Dalmusaia),
80.704727,7.608085,57.487,,,Manis crassicaudata,skin,Asia,Sri Lanka,Andawala,256560,100,2.1,"Tag says ""Ceylon"" which is the old name forÂ Sri Lanka [https://en.wikipedia.org/wiki/British_Ceylon]. Coordinates are for country centre, as taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to edge of furthest country boundary.",
80.704727,7.608085,57.488,,,Manis crassicaudata,skin,Asia,Sri Lanka,Andawala,256560,100,2.1,"Tag says ""Ceylon"" which is the old name forÂ Sri Lanka [https://en.wikipedia.org/wiki/British_Ceylon]. Coordinates are for country centre, as taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to edge of furthest country boundary.",
-12.3408,7.509437,59.269,1952,1950,Phataginus tricuspis,skin,Africa,Sierra Leone,Bonthe District,81780,75,2.2,"Tag and register say ""near Mattou, Sierra Leone"" which is in the Bonthe District, according to an article from 2016 [https://awoko.org/2016/10/11/sierra-leone-news-as-reps-fail-to-give-feedback-citizens-call-for-more-education-on-crc-process/].Â The village of Mattou could not be found. Coordinates are for approximate centre of district and extent is to furthest marked boundary edge.",
31.66667,-0.41667,61.1095,1905,1900,Smutsia gigantea,skin,Africa,Uganda,Buddu,4920,25,2.3,"Tag says ""Buddu, S. Uganda"" which was found on Wikipedia [https://en.wikipedia.org/wiki/Buddu]. Coordinates taken from Wikipedia page andÂ extent is half the distance to nearest settlement (Kyanja).",
29.177197,-2.035015,61.1096,1913,1910,Smutsia gigantea,skin,Africa,Democratic Republic of the Congo,Lake Kivu,62790,25,2.7,"Tag says ""Zambo, Kivu, E. Congo"". Kivu is a lake in East Congo but Zambo could only be found in west Congo. Coordinates for Kivu Lake marker in Google Maps and extent is furthest edge of lake.",
87.55,27.35,63.36,1962,1960,Manis pentadactyla,skin,Asia,Nepal,Dhungesaghu,30,75,1,Coordinates on tag converted from DMS to decimal degrees using [https://www.latlong.net/degrees-minutes-seconds-to-decimal-degrees]. Â Locality name as closest settlement found in Google Maps. Coordinates not accurate to seconds so certainty not 100%,
9.285604,4.081487,66.3562,1965,1960,Phataginus tricuspis,spirit,Africa,Cameroon,Moliwe,2420,25,2.3,"Coordinates for place name on Google Maps and extent to marked boundary. Small settlement so specimen could be from near, but not inside, this area.",
73.979595,33.138806,67.1114,1966,1960,,skull,Asia,Pakistan,Darhall,32187,75,3.3,"Coordinates for ""20 mls NE of Jhelum Town"" as stated on tag, calculated on Google Maps.Â Extent is offset distance (miles to metres converted with Google).",Â 
,,67.1366,,,Phataginus tricuspis,spirit,,,,,,,In same jar as 67.1367,
,,67.1367,,,Phataginus tricuspis,spirit,,,,,,,In same jar as 67.1366,
-1.312712,14.492996,69.371,,,Smutsia gigantea,skin,Africa,W. Africa,Sahel Region,1955820,100,2.2,Tag just says W. Africa. Wikipedia lists the countries within Western Africa [https://en.wikipedia.org/wiki/West_Africa]. Coordinates for approximate centre of all countries together (lands in Burkino Faso) and extent to furthest boundary of this region (edge of Niger).,
32.288218,0.205413,69.505,,,Phataginus tricuspis,spirit,Africa,Uganda,Mpanga Forest,3950,100,2.7,"Coordinates for marker on Google Maps and extent to edge of forest boundary, as shown by shaded area in Google Maps.",
32.288218,0.205413,69.506,,,Smutsia temminckii,spirit,Africa,Uganda,Mpanga Forest,3950,100,2.7,"Coordinates for marker on Google Maps and extent to edge of forest boundary, as shown by shaded area in Google Maps.",
,,71.2406,,,Manis javanica,skin,,,,,,,,
,,73.158,,,Manis javanica,skull,,,,,,,,
111.263978,28.081975,73.1585,,,Manis pentadactyla,skull,Asia,South China,Hunan,1266570,100,2.2,"Tag just says ""South China"" which was defined by the light red shaded areas found onÂ a Wikipedia mapÂ [https://en.wikipedia.org/wiki/South_China#/media/File:Southern_China_map-1.png]. Coordinates for approximate centre, calculated on Google Maps and extent to furthest boundary edge.",
,,75.1831,,,,skeleton,,,,,,,,
,,75.1832,,,Phataginus tetradactyla,skeleton,,,,,,,,
,,75.1833,,,Phataginus tetradactyla,skeleton,,,,,,,,
,,75.2156,,,Smutsia gigantea,skin,,,,,,,,
,,76.135,1955,1950,Smutsia temminckii,skeleton,,,,,,,,
,,76.136,,,Smutsia temminckii,skin,,,,,,,,
80.594009,8.042156,76.138,1935,1930,Manis crassicaudata,skin,Asia,Sri Lanka,Kekirawa,2660,25,2.3,"Tag says ""Ceylon"" which is the old name forÂ Sri Lanka. Coordinates for place name on Google Maps and extent as settlement boundaries. Small settlement so specimen could be fromÂ near, but not inside, this area.",
80.594009,8.042156,76.138,1935,1930,Manis crassicaudata,skeleton,Asia,Sri Lanka,Kekirawa,2660,25,2.3,"Tag says ""Ceylon"" which is the old name forÂ Sri Lanka. Coordinates for place name on Google Maps and extent as settlement boundaries. Small settlement so specimen could be fromÂ near, but not inside, this area.",
,,76.137,,,Smutsia temminckii,skull,,,,,,,,
79.87437,6.857002,76.139,1938,1930,Manis crassicaudata,skin,Asia,Sri Lanka,Dehiwala Zoo,238,0,2.8,Coordinates for zoo marked on Google Maps and extent to zoo boundary. ,
80.704727,7.608085,76.141,,,Manis crassicaudata,skin,Asia,Sri Lanka,Andawala,256560,100,2.1,"Coordinates are for country centre, as taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to edge of furthest country boundary.",
,,76.151,,,,skull,,,,,,,,
-2.916667,6.666667,76.1813,1971,1970,Phataginus tricuspis,skull,Africa,Ghana,Pampramase,700,50,2.3,"Coordinates taken from gazatteer found in paper on Bat localities [https://www.researchgate.net/profile/Jakob_Fahr/publication/209868990_A_conservation_assessment_of_bats_Chiroptera_of_Draw_River_Boi-Tano_and_Krokosua_Hills_Forest_Reserves_in_the_Western_Region_of_Ghana/links/0912f50cd9e1f856fa000000/A-conservation-assessment-of-bats-Chiroptera-of-Draw-River-Boi-Tano-and-Krokosua-Hills-Forest-Reserves-in-the-Western-Region-of-Ghana.pdf?origin=publication_detail]. Extent is half the distance to nearest settlement. Tag also says W. Ghana, which this location is in.",
,,79.714,,,Smutsia gigantea,skin,,,,,,,,
20.482967,6.571232,79.2034,,,Phataginus tricuspis,skin,Africa,Central African Republic,Bakala,787840,100,2.1,"No additional information on skull (same reg). Coordinates are for country centre, as taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to edge of furthest country boundary.",
19.73666,8.173282,81.241,,,Smutsia gigantea,skin,Africa,Central African Republic,Bamingui-Bangoran National Park,110960,100,2.8,Coordinates for place name on Google Maps. Park boundary unclear as there are two other reserves next to the national park so extent includes these as well (furthest point of green boundary on Google Maps.,
,,81.687,,,Phataginus tricuspis,skin,,,,,,,,
,,81.178,,,Phataginus tricuspis,spirit,,,,,,,,
,,81.2685,,,Phataginus tricuspis,skin,,,,,,,,
79.616202,22.883478,81.2688,,,Manis pentadactyla,skin,Asia,India,Khursipar,1677150,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
110.71095,-7.613886,81.2687,,,Manis javanica,skin,Asia,Indonesia,Java,614260,100,2.4,Coordinates for Google Maps marker for Java. Extent to furthest edge of the island.,
103.891767,36.519977,81.2689,,,Manis pentadactyla,skin,Asia,China,Gansu,2824100,100,2.1,Coordinates for country centre as taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to furthest edge of country boundary on Google Maps.,
,,1990.522,,,Manis pentadactyla,skin,,,,,,,,
,,1991.363,,,Phataginus tricuspis,spirit,,,,,,,,
6.316667,5.083333,1995.25,1994,1990,Phataginus tetradactyla,skin,Africa,Nigeria,Aseingbene,30,75,1,"Coordinates found in PDF (page 4)Â written by Roger Blench on materials left by Bruce Powell, who is the name on the tagÂ [https://docplayer.net/28782322-Mammals-of-the-niger-delta-nigeria.html]. Extent is as protocol with given coordinates.",
6,4.916667,1996.314,1995,1990,Phataginus tricuspis,skin,Africa,Nigeria,Sampou,30,75,1,"Coordinates found in PDF (page 5)Â written by Roger Blench on materials left by Bruce Powell, who is the name on the tagÂ [https://docplayer.net/28782322-Mammals-of-the-niger-delta-nigeria.html]. Extent is as protocol with given coordinates.",
101.449146,24.340163,1996.498,1931,1930,Manis pentadactyla,skin,Asia,China,Yunnan,587230,100,2.2,No additional information on skull (same reg). Coordinates for place name on Google Maps and extent to marked boundary. Large province.,
6.297028,5.178158,1998.301,1994,1990,Phataginus tetradactyla,skin,Africa,Nigeria,Odi,3250,50,2.3,"No country on tag but Odi was mentioned in online PDF (page 62)Â based on materials left by Bruce Powell, who is the name on the tag,Â [https://docplayer.net/28782322-Mammals-of-the-niger-delta-nigeria.html] as being in Nigeria.Â Using information from this, an unnamedÂ settlement was located on Google Maps containing Odi Town Hall, Odi Market, Odi Motor Park withinÂ and Odi-Trofani Road running through it. Coordinates for Odi Town Hall as appears to be central in settlement and extent is half the distance to nearest named settlement (Kaima).",
6.486505,5.414119,1998.302,,,Phataginus tetradactyla,skin,Africa,Nigeria,Obiofu,30,25,1,"Coordinates found in PDF (page 4)Â written by Roger Blench on materials left by Bruce Powell, who is the name on the tagÂ [https://docplayer.net/28782322-Mammals-of-the-niger-delta-nigeria.html]. These place the location in the middle of the Niger River so nearest location on East bank of river (as says in PDF) was chosen for coordinates. Extent is as protocol with given coordinates.",
,,1998.303,,,Phataginus tetradactyla,skin,,,,,,,,
,,1999.89,,,Smutsia gigantea,spirit,,,,,,,,
,,1999.9,,,Phataginus tetradactyla,spirit,,,,,,,,
7.397799,9.077336,1999.91,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
7.397799,9.077336,1999.92,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
7.397799,9.077336,1999.93,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
7.397799,9.077336,1999.95,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
7.397799,9.077336,1999.96,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
7.397799,9.077336,1999.97,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
7.397799,9.077336,1999.99,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
7.397799,9.077336,1999.1,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
7.397799,9.077336,1999.101,,,Phataginus tricuspis,spirit,Africa,Nigeria,Abuja,21740,50,2.3,"Abuja is the capital city of Nigeria so coordinates taken for Abuja place name in Google Maps. Extent is to furthest edge of marked boundary but label on specimen says ""Abuja area"" with no indication of how wide this area is. Marked boundary does cover rural area which specimen could be from.",
8.106306,9.59396,1999.115,1963,1960,Phataginus tricuspis,skull,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.106306,9.59396,1999.116,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.106306,9.59396,1999.117,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.106306,9.59396,1999.118,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.106306,9.59396,1999.119,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.106306,9.59396,1999.12,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.106306,9.59396,1999.121,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.106306,9.59396,1999.122,,,Phataginus tricuspis,skeleton,Africa,Nigeria,Kurya,756060,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
,,1999.124,,,Smutsia temminckii,skeleton,,,,,,,,
,,1999.125,,,Smutsia temminckii,skeleton,,,,,,,,
,,2003.239,,,Manis crassicaudata,skeleton,Asia,Asia,,,,,,
,,2003.24,,,Smutsia gigantea,skin,Africa,Africa,,,,,,
-1.312712,14.492996,no reg,,,Smutsia gigantea,skin,Africa,W. Africa,Sahel Region,1955820,100,2.2,Tag just says W. Africa. Wikipedia lists the countries within Western Africa [https://en.wikipedia.org/wiki/West_Africa]. Coordinates for approximate centre of all countries together (lands in Burkino Faso) and extent to furthest boundary of this region (edge of Niger).,
-11.574761,6.970035,no reg,1946,1940,Smutsia gigantea,skin,Africa,Sierra Leone,Sulima (Nr),3080,75,3.5,Coordinates for Sulima place name on Google MapsÂ and extent is half the distance to centre of nearest settlement of a comparable size (Juring).,
39.667637,-4.043745,no reg,,,Phataginus tricuspis,skin,Africa,Kenya,Mombasa,13840,25,2.3,"Coordinates for place name on Google Maps and extent is to furthest marked boundary edge. Seaport city so could be location specimen was exported from, not sourced from.",
,,no reg,,,Phataginus tricuspis,skin,,,,,,,,
,,no reg,,,,skin,,,,,,,,
-1.312712,14.492996,no reg,,,Phataginus tetradactyla,skin,Africa,W. Africa,Sahel Region,1955820,100,2.2,Tag just says W. Africa. Wikipedia lists the countries within Western Africa [https://en.wikipedia.org/wiki/West_Africa]. Coordinates for approximate centre of all countries together (lands in Burkino Faso) and extent to furthest boundary of this region (edge of Niger).,
103.864028,1.355111,no reg,,,Manis javanica,skin,Asia,Singapore,Singapore,32210,25,2.3,"Coordinates for place name on Google Maps and extent is to furthest marked boundary edge. Could be location specimen was exported from, not sourced from, as tag says ""Purchased 1842"".",
,,no reg,,,,skull,,,,,,,,
,,no reg,,,,skull,,,,,,,,
,,no reg,,,,skeleton,,,,,,,,
,,no reg,,,Manis crassicaudata,spirit,,,,,,,,
,,no reg,,,,spirit,,,,,,,,